start_node,relation,end_node
POI/184427,PLA,Area/79
POI/184428,PLA,Area/79
POI/184429,PLA,Area/79
POI/184430,PLA,Area/79
POI/184433,PLA,Area/79
POI/184434,PLA,Area/79
POI/184439,PLA,Area/113
POI/184442,PLA,Area/113
POI/184449,PLA,Area/114
POI/184452,PLA,Area/114
POI/184453,PLA,Area/114
POI/184465,PLA,Area/114
POI/184466,PLA,Area/114
POI/184469,PLA,Area/114
POI/184472,PLA,Area/114
POI/184478,PLA,Area/114
POI/184486,PLA,Area/114
POI/184489,PLA,Area/114
POI/184525,PLA,Area/114
POI/184526,PLA,Area/114
POI/184527,PLA,Area/114
POI/184528,PLA,Area/114
POI/184529,PLA,Area/114
POI/184530,PLA,Area/114
POI/184531,PLA,Area/114
POI/184532,PLA,Area/114
POI/184533,PLA,Area/114
POI/184534,PLA,Area/114
POI/184535,PLA,Area/114
POI/184536,PLA,Area/114
POI/184537,PLA,Area/114
POI/184538,PLA,Area/114
POI/184539,PLA,Area/114
POI/184540,PLA,Area/114
POI/184541,PLA,Area/114
POI/184542,PLA,Area/114
POI/184543,PLA,Area/114
POI/184548,PLA,Area/114
POI/184550,PLA,Area/114
POI/184562,PLA,Area/114
POI/184564,PLA,Area/114
POI/184569,PLA,Area/114
POI/184571,PLA,Area/114
POI/184574,PLA,Area/79
POI/184575,PLA,Area/79
POI/184576,PLA,Area/79
POI/184577,PLA,Area/79
POI/184578,PLA,Area/79
POI/184580,PLA,Area/79
POI/184582,PLA,Area/79
POI/184583,PLA,Area/79
POI/184585,PLA,Area/79
POI/184586,PLA,Area/79
POI/184587,PLA,Area/79
POI/184588,PLA,Area/79
POI/184589,PLA,Area/79
POI/184590,PLA,Area/79
POI/184591,PLA,Area/79
POI/184592,PLA,Area/79
POI/184593,PLA,Area/79
POI/184594,PLA,Area/79
POI/184595,PLA,Area/79
POI/184596,PLA,Area/79
POI/184597,PLA,Area/79
POI/184598,PLA,Area/79
POI/184599,PLA,Area/79
POI/184600,PLA,Area/79
POI/184601,PLA,Area/79
POI/184602,PLA,Area/79
POI/184603,PLA,Area/79
POI/184604,PLA,Area/79
POI/184605,PLA,Area/79
POI/184606,PLA,Area/79
POI/184607,PLA,Area/79
POI/184608,PLA,Area/79
POI/184609,PLA,Area/79
POI/184610,PLA,Area/79
POI/184611,PLA,Area/79
POI/184612,PLA,Area/79
POI/184613,PLA,Area/79
POI/184614,PLA,Area/79
POI/184615,PLA,Area/79
POI/184616,PLA,Area/79
POI/184617,PLA,Area/79
POI/184618,PLA,Area/79
POI/184620,PLA,Area/79
POI/184621,PLA,Area/79
POI/184622,PLA,Area/79
POI/184623,PLA,Area/79
POI/184624,PLA,Area/79
POI/184625,PLA,Area/79
POI/184626,PLA,Area/79
POI/184627,PLA,Area/79
POI/184628,PLA,Area/79
POI/184629,PLA,Area/79
POI/184630,PLA,Area/79
POI/184631,PLA,Area/79
POI/184632,PLA,Area/79
POI/184634,PLA,Area/79
POI/184635,PLA,Area/79
POI/184636,PLA,Area/79
POI/184637,PLA,Area/79
POI/184638,PLA,Area/79
POI/184639,PLA,Area/79
POI/185400,PLA,Area/79
POI/185401,PLA,Area/79
POI/185403,PLA,Area/79
POI/185404,PLA,Area/79
POI/185405,PLA,Area/79
POI/185406,PLA,Area/79
POI/185407,PLA,Area/79
POI/185408,PLA,Area/79
POI/185409,PLA,Area/79
POI/185410,PLA,Area/79
POI/185411,PLA,Area/79
POI/185413,PLA,Area/79
POI/185415,PLA,Area/79
POI/185416,PLA,Area/79
POI/185417,PLA,Area/79
POI/185418,PLA,Area/79
POI/185419,PLA,Area/79
POI/185420,PLA,Area/79
POI/185421,PLA,Area/79
POI/185422,PLA,Area/79
POI/185423,PLA,Area/79
POI/185424,PLA,Area/79
POI/185425,PLA,Area/79
POI/185426,PLA,Area/79
POI/185427,PLA,Area/79
POI/185428,PLA,Area/79
POI/185429,PLA,Area/79
POI/185430,PLA,Area/79
POI/185431,PLA,Area/79
POI/185432,PLA,Area/79
POI/185433,PLA,Area/79
POI/185434,PLA,Area/79
POI/185435,PLA,Area/79
POI/185436,PLA,Area/79
POI/185437,PLA,Area/79
POI/185438,PLA,Area/79
POI/185439,PLA,Area/79
POI/185440,PLA,Area/79
POI/185441,PLA,Area/79
POI/185442,PLA,Area/79
POI/185443,PLA,Area/79
POI/185444,PLA,Area/79
POI/185445,PLA,Area/79
POI/185446,PLA,Area/79
POI/185447,PLA,Area/79
POI/185448,PLA,Area/79
POI/185449,PLA,Area/79
POI/185450,PLA,Area/79
POI/185451,PLA,Area/79
POI/185452,PLA,Area/79
POI/185453,PLA,Area/79
POI/185454,PLA,Area/79
POI/185455,PLA,Area/79
POI/185456,PLA,Area/79
POI/185457,PLA,Area/79
POI/185459,PLA,Area/79
POI/185460,PLA,Area/79
POI/185461,PLA,Area/79
POI/185462,PLA,Area/79
POI/185463,PLA,Area/79
POI/185464,PLA,Area/79
POI/185465,PLA,Area/79
POI/185466,PLA,Area/79
POI/185467,PLA,Area/79
POI/185468,PLA,Area/79
POI/185469,PLA,Area/79
POI/185470,PLA,Area/79
POI/185471,PLA,Area/79
POI/185472,PLA,Area/79
POI/185473,PLA,Area/79
POI/185474,PLA,Area/79
POI/185476,PLA,Area/79
POI/185477,PLA,Area/79
POI/185478,PLA,Area/79
POI/185479,PLA,Area/79
POI/185480,PLA,Area/79
POI/185481,PLA,Area/79
POI/185482,PLA,Area/79
POI/185483,PLA,Area/79
POI/185484,PLA,Area/79
POI/185485,PLA,Area/79
POI/185486,PLA,Area/79
POI/185487,PLA,Area/79
POI/185488,PLA,Area/79
POI/185489,PLA,Area/79
POI/185490,PLA,Area/79
POI/185491,PLA,Area/79
POI/185492,PLA,Area/79
POI/185493,PLA,Area/79
POI/185494,PLA,Area/79
POI/185495,PLA,Area/79
POI/185496,PLA,Area/79
POI/185497,PLA,Area/79
POI/185498,PLA,Area/79
POI/185499,PLA,Area/79
POI/185500,PLA,Area/79
POI/185501,PLA,Area/79
POI/185502,PLA,Area/79
POI/185503,PLA,Area/79
POI/185504,PLA,Area/79
POI/185505,PLA,Area/79
POI/185506,PLA,Area/79
POI/185507,PLA,Area/79
POI/185508,PLA,Area/79
POI/185509,PLA,Area/79
POI/185510,PLA,Area/79
POI/185511,PLA,Area/79
POI/185512,PLA,Area/79
POI/185513,PLA,Area/79
POI/185514,PLA,Area/79
POI/185516,PLA,Area/79
POI/185517,PLA,Area/79
POI/185518,PLA,Area/79
POI/185519,PLA,Area/79
POI/185522,PLA,Area/79
POI/185523,PLA,Area/79
POI/185525,PLA,Area/79
POI/185526,PLA,Area/79
POI/185527,PLA,Area/79
POI/185528,PLA,Area/79
POI/185529,PLA,Area/79
POI/185530,PLA,Area/79
POI/185531,PLA,Area/79
POI/185533,PLA,Area/79
POI/185534,PLA,Area/79
POI/185535,PLA,Area/79
POI/185536,PLA,Area/79
POI/185537,PLA,Area/79
POI/185538,PLA,Area/79
POI/185539,PLA,Area/79
POI/185540,PLA,Area/79
POI/185541,PLA,Area/79
POI/185542,PLA,Area/79
POI/185543,PLA,Area/79
POI/185544,PLA,Area/79
POI/185545,PLA,Area/79
POI/185546,PLA,Area/79
POI/185547,PLA,Area/79
POI/185548,PLA,Area/79
POI/185549,PLA,Area/79
POI/185550,PLA,Area/79
POI/185551,PLA,Area/79
POI/185552,PLA,Area/79
POI/185555,PLA,Area/79
POI/185556,PLA,Area/79
POI/185557,PLA,Area/79
POI/185558,PLA,Area/79
POI/185559,PLA,Area/79
POI/185560,PLA,Area/79
POI/185561,PLA,Area/79
POI/185562,PLA,Area/79
POI/185563,PLA,Area/79
POI/185564,PLA,Area/79
POI/185565,PLA,Area/79
POI/185566,PLA,Area/79
POI/185567,PLA,Area/79
POI/185568,PLA,Area/79
POI/185569,PLA,Area/79
POI/185570,PLA,Area/79
POI/185571,PLA,Area/79
POI/185572,PLA,Area/79
POI/185574,PLA,Area/79
POI/185575,PLA,Area/79
POI/185576,PLA,Area/79
POI/185577,PLA,Area/79
POI/185578,PLA,Area/79
POI/185580,PLA,Area/79
POI/185583,PLA,Area/79
POI/185584,PLA,Area/79
POI/185587,PLA,Area/79
POI/185588,PLA,Area/79
POI/185589,PLA,Area/79
POI/185590,PLA,Area/79
POI/185591,PLA,Area/79
POI/185597,PLA,Area/79
POI/185598,PLA,Area/79
POI/185600,PLA,Area/79
POI/185601,PLA,Area/79
POI/185602,PLA,Area/79
POI/185605,PLA,Area/79
POI/185606,PLA,Area/79
POI/185607,PLA,Area/79
POI/185608,PLA,Area/79
POI/185609,PLA,Area/79
POI/185610,PLA,Area/79
POI/185612,PLA,Area/79
POI/185613,PLA,Area/79
POI/185614,PLA,Area/79
POI/185615,PLA,Area/79
POI/185616,PLA,Area/79
POI/185617,PLA,Area/79
POI/185618,PLA,Area/79
POI/185620,PLA,Area/79
POI/185621,PLA,Area/79
POI/185622,PLA,Area/79
POI/185623,PLA,Area/79
POI/185624,PLA,Area/79
POI/185625,PLA,Area/79
POI/185626,PLA,Area/79
POI/185627,PLA,Area/79
POI/185628,PLA,Area/79
POI/185629,PLA,Area/79
POI/185630,PLA,Area/79
POI/185634,PLA,Area/79
POI/185635,PLA,Area/79
POI/185680,PLA,Area/122
POI/186027,PLA,Area/113
POI/186028,PLA,Area/113
POI/186029,PLA,Area/113
POI/186030,PLA,Area/113
POI/186031,PLA,Area/113
POI/186033,PLA,Area/113
POI/186034,PLA,Area/113
POI/186037,PLA,Area/113
POI/186038,PLA,Area/113
POI/186040,PLA,Area/113
POI/186042,PLA,Area/113
POI/186044,PLA,Area/113
POI/186046,PLA,Area/113
POI/186048,PLA,Area/113
POI/186050,PLA,Area/113
POI/186052,PLA,Area/113
POI/186054,PLA,Area/113
POI/186059,PLA,Area/113
POI/186065,PLA,Area/113
POI/186067,PLA,Area/113
POI/186069,PLA,Area/113
POI/186072,PLA,Area/113
POI/186501,PLA,Area/79
POI/186503,PLA,Area/79
POI/186505,PLA,Area/79
POI/186510,PLA,Area/79
POI/186512,PLA,Area/79
POI/186514,PLA,Area/79
POI/186517,PLA,Area/79
POI/186523,PLA,Area/79
POI/186525,PLA,Area/79
POI/186527,PLA,Area/79
POI/186529,PLA,Area/79
POI/186531,PLA,Area/79
POI/186533,PLA,Area/79
POI/186535,PLA,Area/79
POI/186537,PLA,Area/79
POI/186539,PLA,Area/79
POI/186541,PLA,Area/79
POI/186545,PLA,Area/79
POI/186547,PLA,Area/79
POI/186549,PLA,Area/79
POI/186551,PLA,Area/79
POI/186553,PLA,Area/79
POI/186555,PLA,Area/79
POI/186557,PLA,Area/79
POI/186559,PLA,Area/79
POI/186561,PLA,Area/79
POI/186565,PLA,Area/79
POI/186569,PLA,Area/79
POI/186573,PLA,Area/79
POI/186575,PLA,Area/79
POI/186998,PLA,Area/113
POI/187006,PLA,Area/113
POI/187007,PLA,Area/113
POI/187008,PLA,Area/113
POI/187259,PLA,Area/113
POI/187260,PLA,Area/113
POI/187262,PLA,Area/113
POI/187264,PLA,Area/113
POI/187265,PLA,Area/113
POI/187269,PLA,Area/113
POI/187271,PLA,Area/113
POI/187273,PLA,Area/113
POI/187275,PLA,Area/113
POI/187276,PLA,Area/113
POI/187278,PLA,Area/113
POI/187755,PLA,Area/131
POI/187866,PLA,Area/131
POI/188205,PLA,Area/113
POI/188206,PLA,Area/113
POI/188207,PLA,Area/113
POI/188208,PLA,Area/113
POI/188210,PLA,Area/113
POI/188211,PLA,Area/113
POI/188215,PLA,Area/113
POI/188216,PLA,Area/113
POI/188218,PLA,Area/113
POI/188220,PLA,Area/113
POI/188221,PLA,Area/113
POI/188223,PLA,Area/113
POI/188224,PLA,Area/113
POI/188225,PLA,Area/113
POI/188226,PLA,Area/113
POI/188229,PLA,Area/113
POI/188230,PLA,Area/113
POI/188231,PLA,Area/113
POI/188232,PLA,Area/113
POI/188234,PLA,Area/113
POI/188235,PLA,Area/113
POI/188236,PLA,Area/113
POI/188237,PLA,Area/113
POI/188238,PLA,Area/113
POI/188239,PLA,Area/113
POI/188240,PLA,Area/113
POI/188241,PLA,Area/113
POI/188244,PLA,Area/113
POI/188245,PLA,Area/113
POI/188246,PLA,Area/113
POI/188247,PLA,Area/113
POI/188248,PLA,Area/113
POI/188249,PLA,Area/113
POI/188250,PLA,Area/113
POI/188252,PLA,Area/113
POI/188253,PLA,Area/113
POI/188254,PLA,Area/113
POI/188257,PLA,Area/113
POI/188259,PLA,Area/113
POI/188261,PLA,Area/113
POI/188262,PLA,Area/113
POI/188431,PLA,Area/131
POI/188623,PLA,Area/131
POI/188684,PLA,Area/113
POI/188685,PLA,Area/113
POI/188688,PLA,Area/113
POI/188689,PLA,Area/113
POI/188690,PLA,Area/113
POI/188691,PLA,Area/113
POI/188696,PLA,Area/113
POI/188703,PLA,Area/113
POI/188705,PLA,Area/113
POI/188711,PLA,Area/131
POI/188722,PLA,Area/79
POI/188723,PLA,Area/79
POI/188724,PLA,Area/79
POI/188726,PLA,Area/79
POI/188727,PLA,Area/79
POI/188728,PLA,Area/79
POI/188729,PLA,Area/79
POI/188730,PLA,Area/79
POI/188733,PLA,Area/79
POI/188734,PLA,Area/79
POI/188735,PLA,Area/79
POI/188736,PLA,Area/79
POI/188737,PLA,Area/79
POI/188738,PLA,Area/79
POI/188740,PLA,Area/79
POI/188741,PLA,Area/79
POI/188742,PLA,Area/79
POI/188743,PLA,Area/79
POI/188744,PLA,Area/79
POI/188745,PLA,Area/79
POI/188746,PLA,Area/79
POI/188748,PLA,Area/79
POI/188749,PLA,Area/79
POI/188750,PLA,Area/79
POI/188752,PLA,Area/79
POI/188753,PLA,Area/79
POI/188754,PLA,Area/79
POI/188756,PLA,Area/79
POI/188757,PLA,Area/79
POI/188758,PLA,Area/79
POI/188761,PLA,Area/79
POI/188762,PLA,Area/79
POI/188764,PLA,Area/79
POI/188765,PLA,Area/79
POI/188791,PLA,Area/131
POI/188802,PLA,Area/113
POI/188804,PLA,Area/113
POI/188805,PLA,Area/113
POI/188806,PLA,Area/113
POI/188807,PLA,Area/113
POI/188809,PLA,Area/113
POI/188810,PLA,Area/113
POI/188811,PLA,Area/113
POI/188812,PLA,Area/113
POI/188813,PLA,Area/113
POI/188814,PLA,Area/113
POI/188815,PLA,Area/113
POI/188816,PLA,Area/113
POI/188817,PLA,Area/113
POI/188818,PLA,Area/113
POI/188819,PLA,Area/113
POI/188820,PLA,Area/113
POI/188821,PLA,Area/113
POI/188822,PLA,Area/113
POI/188823,PLA,Area/113
POI/188824,PLA,Area/113
POI/188825,PLA,Area/113
POI/188826,PLA,Area/113
POI/188827,PLA,Area/113
POI/188828,PLA,Area/113
POI/188829,PLA,Area/113
POI/188830,PLA,Area/113
POI/188831,PLA,Area/113
POI/188832,PLA,Area/113
POI/188833,PLA,Area/113
POI/188834,PLA,Area/113
POI/188835,PLA,Area/113
POI/188836,PLA,Area/113
POI/188837,PLA,Area/113
POI/188838,PLA,Area/113
POI/188841,PLA,Area/113
POI/188843,PLA,Area/113
POI/188845,PLA,Area/113
POI/188846,PLA,Area/113
POI/188847,PLA,Area/113
POI/188848,PLA,Area/113
POI/188849,PLA,Area/113
POI/188850,PLA,Area/113
POI/188851,PLA,Area/113
POI/188852,PLA,Area/113
POI/188853,PLA,Area/113
POI/188854,PLA,Area/113
POI/188855,PLA,Area/113
POI/188856,PLA,Area/113
POI/188857,PLA,Area/113
POI/188860,PLA,Area/113
POI/188861,PLA,Area/113
POI/188862,PLA,Area/113
POI/188863,PLA,Area/113
POI/188864,PLA,Area/113
POI/188866,PLA,Area/113
POI/188867,PLA,Area/113
POI/188868,PLA,Area/113
POI/188869,PLA,Area/113
POI/188870,PLA,Area/113
POI/188871,PLA,Area/113
POI/188872,PLA,Area/113
POI/188873,PLA,Area/113
POI/188874,PLA,Area/113
POI/188875,PLA,Area/113
POI/188876,PLA,Area/113
POI/188877,PLA,Area/113
POI/188878,PLA,Area/113
POI/188879,PLA,Area/113
POI/188880,PLA,Area/113
POI/188881,PLA,Area/113
POI/188882,PLA,Area/113
POI/188883,PLA,Area/113
POI/188884,PLA,Area/113
POI/188885,PLA,Area/113
POI/188886,PLA,Area/113
POI/188887,PLA,Area/113
POI/188888,PLA,Area/113
POI/188889,PLA,Area/113
POI/188890,PLA,Area/113
POI/188891,PLA,Area/113
POI/188892,PLA,Area/113
POI/188893,PLA,Area/113
POI/188915,PLA,Area/131
POI/188916,PLA,Area/131
POI/189099,PLA,Area/131
POI/189100,PLA,Area/131
POI/189131,PLA,Area/131
POI/189208,PLA,Area/79
POI/189209,PLA,Area/79
POI/189210,PLA,Area/79
POI/189211,PLA,Area/79
POI/189212,PLA,Area/79
POI/189213,PLA,Area/79
POI/189214,PLA,Area/79
POI/189215,PLA,Area/79
POI/189216,PLA,Area/79
POI/189217,PLA,Area/79
POI/189218,PLA,Area/79
POI/189219,PLA,Area/79
POI/189220,PLA,Area/79
POI/189221,PLA,Area/79
POI/189222,PLA,Area/79
POI/189223,PLA,Area/79
POI/189224,PLA,Area/79
POI/189225,PLA,Area/79
POI/189226,PLA,Area/79
POI/189227,PLA,Area/79
POI/189228,PLA,Area/79
POI/189229,PLA,Area/79
POI/189230,PLA,Area/79
POI/189231,PLA,Area/79
POI/189232,PLA,Area/79
POI/189233,PLA,Area/79
POI/189234,PLA,Area/79
POI/189235,PLA,Area/79
POI/189236,PLA,Area/79
POI/189237,PLA,Area/79
POI/189238,PLA,Area/79
POI/189240,PLA,Area/79
POI/189241,PLA,Area/79
POI/189242,PLA,Area/79
POI/189244,PLA,Area/79
POI/189245,PLA,Area/79
POI/189247,PLA,Area/79
POI/189248,PLA,Area/79
POI/189249,PLA,Area/79
POI/189250,PLA,Area/79
POI/189251,PLA,Area/79
POI/189252,PLA,Area/79
POI/189253,PLA,Area/79
POI/189254,PLA,Area/79
POI/189255,PLA,Area/79
POI/189256,PLA,Area/79
POI/189257,PLA,Area/79
POI/189258,PLA,Area/79
POI/189260,PLA,Area/79
POI/189261,PLA,Area/79
POI/189262,PLA,Area/79
POI/189263,PLA,Area/79
POI/189264,PLA,Area/79
POI/189265,PLA,Area/79
POI/189266,PLA,Area/79
POI/189267,PLA,Area/79
POI/189268,PLA,Area/79
POI/189270,PLA,Area/79
POI/189271,PLA,Area/79
POI/189272,PLA,Area/79
POI/189273,PLA,Area/79
POI/189274,PLA,Area/79
POI/189275,PLA,Area/79
POI/189276,PLA,Area/79
POI/189277,PLA,Area/79
POI/189278,PLA,Area/79
POI/189279,PLA,Area/79
POI/189280,PLA,Area/79
POI/189281,PLA,Area/79
POI/189282,PLA,Area/79
POI/189283,PLA,Area/79
POI/189284,PLA,Area/79
POI/189286,PLA,Area/79
POI/189287,PLA,Area/79
POI/189289,PLA,Area/79
POI/189290,PLA,Area/79
POI/189291,PLA,Area/79
POI/189292,PLA,Area/79
POI/189295,PLA,Area/79
POI/189296,PLA,Area/79
POI/189300,PLA,Area/79
POI/189301,PLA,Area/79
POI/189303,PLA,Area/79
POI/189304,PLA,Area/79
POI/189305,PLA,Area/79
POI/189362,PLA,Area/211
POI/189617,PLA,Area/144
POI/189640,PLA,Area/144
POI/189768,PLA,Area/144
POI/189769,PLA,Area/144
POI/189782,PLA,Area/144
POI/189856,PLA,Area/131
POI/189857,PLA,Area/131
POI/189862,PLA,Area/131
POI/189865,PLA,Area/131
POI/193426,PLA,Area/61
POI/193450,PLA,Area/61
POI/193457,PLA,Area/61
POI/193460,PLA,Area/61
POI/193465,PLA,Area/61
POI/193472,PLA,Area/61
POI/193477,PLA,Area/61
POI/193484,PLA,Area/61
POI/193487,PLA,Area/61
POI/193488,PLA,Area/61
POI/193489,PLA,Area/61
POI/193490,PLA,Area/61
POI/193491,PLA,Area/61
POI/193492,PLA,Area/61
POI/193494,PLA,Area/61
POI/193505,PLA,Area/61
POI/193513,PLA,Area/61
POI/193515,PLA,Area/61
POI/193522,PLA,Area/61
POI/193523,PLA,Area/61
POI/193525,PLA,Area/61
POI/193526,PLA,Area/61
POI/193528,PLA,Area/61
POI/193533,PLA,Area/61
POI/193534,PLA,Area/61
POI/193536,PLA,Area/61
POI/193544,PLA,Area/61
POI/193546,PLA,Area/61
POI/193551,PLA,Area/61
POI/193552,PLA,Area/61
POI/193553,PLA,Area/61
POI/193559,PLA,Area/61
POI/193579,PLA,Area/61
POI/193588,PLA,Area/61
POI/193607,PLA,Area/61
POI/193608,PLA,Area/61
POI/193609,PLA,Area/61
POI/193613,PLA,Area/61
POI/193614,PLA,Area/61
POI/193615,PLA,Area/61
POI/193616,PLA,Area/61
POI/193618,PLA,Area/61
POI/193622,PLA,Area/61
POI/193623,PLA,Area/61
POI/193624,PLA,Area/61
POI/193641,PLA,Area/61
POI/193643,PLA,Area/61
POI/193666,PLA,Area/61
POI/193670,PLA,Area/61
POI/193742,PLA,Area/17
POI/193746,PLA,Area/17
POI/193749,PLA,Area/17
POI/193752,PLA,Area/17
POI/193753,PLA,Area/17
POI/193754,PLA,Area/17
POI/193755,PLA,Area/17
POI/193756,PLA,Area/17
POI/193757,PLA,Area/17
POI/193758,PLA,Area/17
POI/193759,PLA,Area/17
POI/193760,PLA,Area/17
POI/193790,PLA,Area/225
POI/193802,PLA,Area/17
POI/193803,PLA,Area/17
POI/193806,PLA,Area/17
POI/193808,PLA,Area/17
POI/193870,PLA,Area/225
POI/193897,PLA,Area/17
POI/193905,PLA,Area/17
POI/193908,PLA,Area/17
POI/193921,PLA,Area/225
POI/193937,PLA,Area/17
POI/194434,PLA,Area/225
POI/194435,PLA,Area/225
POI/194686,PLA,Area/225
POI/194690,PLA,Area/225
POI/194703,PLA,Area/61
POI/194704,PLA,Area/61
POI/194705,PLA,Area/61
POI/194706,PLA,Area/61
POI/194707,PLA,Area/61
POI/194758,PLA,Area/61
POI/194762,PLA,Area/61
POI/194763,PLA,Area/61
POI/194764,PLA,Area/61
POI/194765,PLA,Area/61
POI/194766,PLA,Area/61
POI/194767,PLA,Area/61
POI/194768,PLA,Area/61
POI/194769,PLA,Area/61
POI/194770,PLA,Area/61
POI/194771,PLA,Area/61
POI/194773,PLA,Area/61
POI/194775,PLA,Area/61
POI/194842,PLA,Area/61
POI/194848,PLA,Area/61
POI/194850,PLA,Area/61
POI/194852,PLA,Area/61
POI/194958,PLA,Area/61
POI/194960,PLA,Area/61
POI/194973,PLA,Area/61
POI/195574,PLA,Area/165
POI/195752,PLA,Area/148
POI/196068,PLA,Area/165
POI/196862,PLA,Area/123
POI/196901,PLA,Area/123
POI/197186,PLA,Area/181
POI/197362,PLA,Area/28
POI/199440,PLA,Area/189
POI/199839,PLA,Area/79
POI/199840,PLA,Area/79
POI/199841,PLA,Area/79
POI/199842,PLA,Area/79
POI/199843,PLA,Area/79
POI/199844,PLA,Area/79
POI/199845,PLA,Area/79
POI/199847,PLA,Area/79
POI/199848,PLA,Area/79
POI/199849,PLA,Area/79
POI/199850,PLA,Area/79
POI/199851,PLA,Area/79
POI/199852,PLA,Area/79
POI/199853,PLA,Area/79
POI/199854,PLA,Area/79
POI/199855,PLA,Area/79
POI/199856,PLA,Area/79
POI/199857,PLA,Area/79
POI/199858,PLA,Area/79
POI/199859,PLA,Area/79
POI/199860,PLA,Area/79
POI/199861,PLA,Area/79
POI/199862,PLA,Area/79
POI/199863,PLA,Area/79
POI/199864,PLA,Area/79
POI/199865,PLA,Area/79
POI/199866,PLA,Area/79
POI/199867,PLA,Area/79
POI/199868,PLA,Area/79
POI/199869,PLA,Area/79
POI/199870,PLA,Area/79
POI/199871,PLA,Area/79
POI/199872,PLA,Area/79
POI/199873,PLA,Area/79
POI/199874,PLA,Area/79
POI/199875,PLA,Area/79
POI/199876,PLA,Area/79
POI/199877,PLA,Area/79
POI/199879,PLA,Area/79
POI/199880,PLA,Area/79
POI/199881,PLA,Area/79
POI/199882,PLA,Area/79
POI/199883,PLA,Area/79
POI/199884,PLA,Area/79
POI/199885,PLA,Area/79
POI/199886,PLA,Area/79
POI/199887,PLA,Area/79
POI/199888,PLA,Area/79
POI/199889,PLA,Area/79
POI/199891,PLA,Area/79
POI/199892,PLA,Area/79
POI/199893,PLA,Area/79
POI/199894,PLA,Area/79
POI/199895,PLA,Area/79
POI/199896,PLA,Area/79
POI/199897,PLA,Area/79
POI/199898,PLA,Area/79
POI/199899,PLA,Area/79
POI/199900,PLA,Area/79
POI/199901,PLA,Area/79
POI/199902,PLA,Area/79
POI/199903,PLA,Area/79
POI/199904,PLA,Area/79
POI/199905,PLA,Area/79
POI/199906,PLA,Area/79
POI/199907,PLA,Area/79
POI/199908,PLA,Area/79
POI/199909,PLA,Area/79
POI/199910,PLA,Area/79
POI/199911,PLA,Area/79
POI/199912,PLA,Area/79
POI/199913,PLA,Area/79
POI/199914,PLA,Area/79
POI/199915,PLA,Area/79
POI/199916,PLA,Area/79
POI/199917,PLA,Area/79
POI/199918,PLA,Area/79
POI/199919,PLA,Area/79
POI/199920,PLA,Area/79
POI/199921,PLA,Area/79
POI/199922,PLA,Area/79
POI/199923,PLA,Area/79
POI/199924,PLA,Area/79
POI/199925,PLA,Area/79
POI/199926,PLA,Area/79
POI/199927,PLA,Area/79
POI/199928,PLA,Area/79
POI/199931,PLA,Area/79
POI/199932,PLA,Area/79
POI/199933,PLA,Area/79
POI/199935,PLA,Area/79
POI/199938,PLA,Area/79
POI/199939,PLA,Area/79
POI/199941,PLA,Area/79
POI/199942,PLA,Area/79
POI/199943,PLA,Area/79
POI/199944,PLA,Area/79
POI/199945,PLA,Area/79
POI/199946,PLA,Area/79
POI/199947,PLA,Area/79
POI/199948,PLA,Area/79
POI/199949,PLA,Area/79
POI/199950,PLA,Area/79
POI/199951,PLA,Area/79
POI/199952,PLA,Area/79
POI/199953,PLA,Area/79
POI/199954,PLA,Area/79
POI/199955,PLA,Area/79
POI/199956,PLA,Area/79
POI/199957,PLA,Area/79
POI/199958,PLA,Area/79
POI/199960,PLA,Area/79
POI/199961,PLA,Area/79
POI/199962,PLA,Area/79
POI/199963,PLA,Area/79
POI/199964,PLA,Area/79
POI/199965,PLA,Area/79
POI/199966,PLA,Area/79
POI/199967,PLA,Area/79
POI/199968,PLA,Area/79
POI/199969,PLA,Area/79
POI/199970,PLA,Area/79
POI/199971,PLA,Area/79
POI/199972,PLA,Area/79
POI/199973,PLA,Area/79
POI/199975,PLA,Area/79
POI/199976,PLA,Area/79
POI/199977,PLA,Area/79
POI/199978,PLA,Area/79
POI/199979,PLA,Area/79
POI/199980,PLA,Area/79
POI/199981,PLA,Area/79
POI/199982,PLA,Area/79
POI/199983,PLA,Area/79
POI/199984,PLA,Area/79
POI/199985,PLA,Area/79
POI/199986,PLA,Area/79
POI/199987,PLA,Area/79
POI/199988,PLA,Area/79
POI/199989,PLA,Area/79
POI/199990,PLA,Area/79
POI/199991,PLA,Area/79
POI/199992,PLA,Area/79
POI/199993,PLA,Area/79
POI/199994,PLA,Area/79
POI/199995,PLA,Area/79
POI/199996,PLA,Area/79
POI/199997,PLA,Area/79
POI/199998,PLA,Area/79
POI/199999,PLA,Area/79
POI/200000,PLA,Area/79
POI/200001,PLA,Area/79
POI/200002,PLA,Area/79
POI/200003,PLA,Area/79
POI/200004,PLA,Area/79
POI/200005,PLA,Area/79
POI/200006,PLA,Area/79
POI/200007,PLA,Area/79
POI/200008,PLA,Area/79
POI/200009,PLA,Area/79
POI/200010,PLA,Area/79
POI/200011,PLA,Area/79
POI/200012,PLA,Area/79
POI/200014,PLA,Area/79
POI/200016,PLA,Area/79
POI/200017,PLA,Area/79
POI/200019,PLA,Area/79
POI/200020,PLA,Area/79
POI/200021,PLA,Area/79
POI/200022,PLA,Area/79
POI/200023,PLA,Area/79
POI/200024,PLA,Area/79
POI/200025,PLA,Area/79
